gene_a,gene_b,uniprot_a,uniprot_b,cluster,score,bench_fdr,high_conf,high_conf_novel,conf_pvalue,certified@0.05,certified@0.1,certified@0.2,audit_verdict_q0.10,source
POLR2I,RPAP1,P36954,Q9BWH6,C5296,0.322,0.564864864864864,False,False,0.11823204419889503,False,False,False,not_supported,cm4ai_schaffer2025_table5
ARHGEF40,PKN1,Q8TER5,Q16512,C5385,0.322,0.564864864864864,False,False,0.11823204419889503,False,False,False,not_supported,cm4ai_schaffer2025_table5
TOMM22,TOMM5,Q9NS69,Q8N4H5,C5416,0.32,0.575596816976127,False,False,0.12486187845303867,False,False,False,not_supported,cm4ai_schaffer2025_table5
DHRS12,ITGB3BP,A0PJE2,Q13352,C5291,0.32,0.573726541554959,False,False,0.12486187845303867,False,False,False,not_supported,cm4ai_schaffer2025_table5
RAD23A,UBR5,P54725,O95071,C5293,0.32,0.573726541554959,False,False,0.12486187845303867,False,False,False,not_supported,cm4ai_schaffer2025_table5
DCAF1,MDM2,Q9Y4B6,Q00987,C5406,0.32,0.575596816976127,False,False,0.12486187845303867,False,False,False,not_supported,cm4ai_schaffer2025_table5
TRPM4,TYSND1,Q8TD43,Q2T9J0,C5283,0.32,0.573726541554959,False,False,0.12486187845303867,False,False,False,not_supported,cm4ai_schaffer2025_table5
ARL4D,INHA,P49703,P05111,C5363,0.32,0.575596816976127,False,False,0.12486187845303867,False,False,False,not_supported,cm4ai_schaffer2025_table5
FGF1,GPC4,P05230,O75487,C5289,0.32,0.575596816976127,False,False,0.12486187845303867,False,False,False,not_supported,cm4ai_schaffer2025_table5
GMEB1,GMEB2,Q9Y692,Q9UKD1,C5289,0.318,0.583979328165374,False,False,0.13259668508287292,False,False,False,not_supported,cm4ai_schaffer2025_table5
CENATAC,SF3B3,Q86UT8,Q15393,C5285,0.318,0.576315789473684,False,False,0.13259668508287292,False,False,False,not_supported,cm4ai_schaffer2025_table5
RPAP1,URI1,Q9BWH6,O94763,C5296,0.318,0.583979328165374,False,False,0.13259668508287292,False,False,False,not_supported,cm4ai_schaffer2025_table5
COMMD9,NUP188,Q9P000,Q5SRE5,C5298,0.318,0.583979328165374,False,False,0.13259668508287292,False,False,False,not_supported,cm4ai_schaffer2025_table5
GEMIN7,WDFY2,Q9H840,Q96P53,C5394,0.318,0.576315789473684,False,False,0.13259668508287292,False,False,False,not_supported,cm4ai_schaffer2025_table5
PMF1-BGLAP,ZFYVE16,Q6P1K2,Q7Z3T8,C5288,0.318,0.583979328165374,False,False,0.13259668508287292,False,False,False,not_supported,cm4ai_schaffer2025_table5
HSPB8,LSMEM2,Q9UJY1,Q8N112,C5369,0.318,0.583979328165374,False,False,0.13259668508287292,False,False,False,not_supported,cm4ai_schaffer2025_table5
POLR2L,RECQL5,P62875,O94762,C5287,0.318,0.576315789473684,False,False,0.13259668508287292,False,False,False,not_supported,cm4ai_schaffer2025_table5
RGS3,SEPTIN3,P49796,Q9UH03-1,C5309,0.318,0.583979328165374,False,False,0.13259668508287292,False,False,False,not_supported,cm4ai_schaffer2025_table5
GTF2E1,MIS18A,P29083,Q9NYP9,C5370,0.318,0.583979328165374,False,False,0.13259668508287292,False,False,False,not_supported,cm4ai_schaffer2025_table5
EDRF1,HSPH1,Q3B7T1,Q92598,C5281,0.316,0.58611825192802,False,False,0.13591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
MSTO1,ZNF263,Q9BUK6,O14978,C5360,0.316,0.58611825192802,False,False,0.13591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
ANKRD52,TM2D3,Q8NB46,Q9BRN9,C5302,0.316,0.587341772151898,False,False,0.13591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
STX6,VAMP4,O43752,O75379,C5292,0.316,0.587341772151898,False,False,0.13591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
POT1,TERF1,Q9NUX5,P54274,C5317,0.316,0.587341772151898,False,False,0.13591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
ITPKC,MPP7,Q96DU7,Q5T2T1,C5305,0.316,0.587341772151898,False,False,0.13591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
COA7,KIAA0232,Q96BR5,Q92628,C5302,0.316,0.587341772151898,False,False,0.13591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
TBC1D2B,UTRN,Q9UPU7,P46939,C5307,0.316,0.587341772151898,False,False,0.13591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
PPP1R16A,RAB27B,Q96I34,O00194,C5294,0.314,0.589420654911838,False,False,0.1414364640883978,False,False,False,not_supported,cm4ai_schaffer2025_table5
CENPQ,ITGB3BP,Q7L2Z9,Q13352,C5291,0.314,0.593052109181141,False,False,0.1414364640883978,False,False,False,not_supported,cm4ai_schaffer2025_table5
COIL,SF3B3,P38432,Q15393,C5285,0.314,0.593052109181141,False,False,0.1414364640883978,False,False,False,not_supported,cm4ai_schaffer2025_table5
COIL,RAB8A,P38432,P61006,C5285,0.314,0.593052109181141,False,False,0.1414364640883978,False,False,False,not_supported,cm4ai_schaffer2025_table5
GLI2,TBL1X,P10070,O60907,C5422,0.314,0.593052109181141,False,False,0.1414364640883978,False,False,False,not_supported,cm4ai_schaffer2025_table5
RAD23B,UBR5,P54727,O95071,C5293,0.314,0.593052109181141,False,False,0.1414364640883978,False,False,False,not_supported,cm4ai_schaffer2025_table5
KCNAB1,LECT2,Q14722,O14960,C5401,0.314,0.589420654911838,False,False,0.1414364640883978,False,False,False,not_supported,cm4ai_schaffer2025_table5
POGK,USP7,Q9P215,Q93009,C5326,0.314,0.593052109181141,False,False,0.1414364640883978,False,False,False,not_supported,cm4ai_schaffer2025_table5
KNL1,NUF2,Q8NG31,Q9BZD4,C5288,0.312,0.600973236009732,False,False,0.143646408839779,False,False,False,not_supported,cm4ai_schaffer2025_table5
RRAS2,SYTL2,P62070,Q9HCH5,C5294,0.312,0.600973236009732,False,False,0.143646408839779,False,False,False,not_supported,cm4ai_schaffer2025_table5
BAG3,EDRF1,O95817,Q3B7T1,C5281,0.312,0.594132029339853,False,False,0.143646408839779,False,False,False,not_supported,cm4ai_schaffer2025_table5
DAZAP1,UBR5,Q96EP5,O95071,C5293,0.312,0.594132029339853,False,False,0.143646408839779,False,False,False,not_supported,cm4ai_schaffer2025_table5
NELFB,ZNF8,Q8WX92,P17098,C5310,0.312,0.594132029339853,False,False,0.143646408839779,False,False,False,not_supported,cm4ai_schaffer2025_table5
HOMER2,MYO5A,Q9NSB8,Q9Y4I1,C5374,0.312,0.594132029339853,False,False,0.143646408839779,False,False,False,not_supported,cm4ai_schaffer2025_table5
ESRP1,RAN,Q6NXG1,P62826,C5334,0.312,0.594132029339853,False,False,0.143646408839779,False,False,False,not_supported,cm4ai_schaffer2025_table5
FAM185A,LYRM2,Q8N0U4,Q9NU23,C5360,0.312,0.594132029339853,False,False,0.143646408839779,False,False,False,not_supported,cm4ai_schaffer2025_table5
LSMEM2,TBPL1,Q8N112,P62380,C5369,0.31,0.605263157894736,False,False,0.14696132596685083,False,False,False,not_supported,cm4ai_schaffer2025_table5
SCAI,ZNF398,Q8N9R8,Q8TD17,C5380,0.31,0.605263157894736,False,False,0.14696132596685083,False,False,False,not_supported,cm4ai_schaffer2025_table5
SLC39A6,TYSND1,Q13433,Q2T9J0,C5283,0.31,0.605263157894736,False,False,0.14696132596685083,False,False,False,not_supported,cm4ai_schaffer2025_table5
ANXA2,WDR6,P07355,Q9NNW5,C5325,0.31,0.605263157894736,False,False,0.14696132596685083,False,False,False,not_supported,cm4ai_schaffer2025_table5
LYRM2,MSTO1,Q9NU23,Q9BUK6,C5360,0.31,0.605263157894736,False,False,0.14696132596685083,False,False,False,not_supported,cm4ai_schaffer2025_table5
KDM3A,TCEAL1,Q9Y4C1,Q15170,C5326,0.31,0.605263157894736,False,False,0.14696132596685083,False,False,False,not_supported,cm4ai_schaffer2025_table5
CENPI,CENPT,Q92674,Q96BT3,C5291,0.31,0.605263157894736,False,False,0.14696132596685083,False,False,False,not_supported,cm4ai_schaffer2025_table5
AKAP9,GOLGA2,Q99996,Q08379,C5327,0.31,0.610978520286396,False,False,0.14696132596685083,False,False,False,not_supported,cm4ai_schaffer2025_table5
HSPH1,STIP1,Q92598,P31948,C5281,0.308,0.617370892018779,False,False,0.1591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
CDC25B,MYO10,P30305,Q9HD67,C5321,0.308,0.617370892018779,False,False,0.1591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
CHUK,TANK,O15111,Q92844,C5361,0.308,0.630232558139534,False,False,0.1591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
ATP13A3,NPR1,Q9H7F0,P16066,C5336,0.308,0.617370892018779,False,False,0.1591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
DDX23,SF3B3,Q9BUQ8,Q15393,C5285,0.308,0.617370892018779,False,False,0.1591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
CPSF4,FIP1L1,O95639,Q6UN15,C5390,0.308,0.630232558139534,False,False,0.1591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
IFNLR1,SUSD6,Q8IU57,Q92537,C5333,0.308,0.630232558139534,False,False,0.1591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
ANKRD52,COA7,Q8NB46,Q96BR5,C5302,0.308,0.617370892018779,False,False,0.1591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
NUP188,NUP88,Q5SRE5,Q99567,C5298,0.308,0.617370892018779,False,False,0.1591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
ERH,LRRC45,P84090,Q96CN5,C5303,0.308,0.630232558139534,False,False,0.1591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
ETV6,SMAD2,P41212,Q15796,C5313,0.308,0.617370892018779,False,False,0.1591160220994475,False,False,False,not_supported,cm4ai_schaffer2025_table5
BTRC,CDC34,Q9Y297,P49427,C5316,0.306,0.637813211845102,False,False,0.16132596685082873,False,False,False,not_supported,cm4ai_schaffer2025_table5
COL12A1,P3H2,Q99715,Q8IVL5,C5324,0.306,0.637813211845102,False,False,0.16132596685082873,False,False,False,not_supported,cm4ai_schaffer2025_table5
LURAP1,UTRN,Q96LR2,P46939,C5307,0.306,0.637813211845102,False,False,0.16132596685082873,False,False,False,not_supported,cm4ai_schaffer2025_table5
MLH3,TBL1X,Q9UHC1,O60907,C5422,0.306,0.637813211845102,False,False,0.16132596685082873,False,False,False,not_supported,cm4ai_schaffer2025_table5
ESRP1,RCC1,Q6NXG1,P18754,C5334,0.306,0.632794457274826,False,False,0.16132596685082873,False,False,False,not_supported,cm4ai_schaffer2025_table5
COL12A1,MAP3K6,Q99715,O95382,C5324,0.306,0.637813211845102,False,False,0.16132596685082873,False,False,False,not_supported,cm4ai_schaffer2025_table5
DDI2,UBE3A,Q5TDH0,Q05086,C5293,0.306,0.637813211845102,False,False,0.16132596685082873,False,False,False,not_supported,cm4ai_schaffer2025_table5
GEMIN7,TGS1,Q9H840,Q96RS0,C5394,0.306,0.632794457274826,False,False,0.16132596685082873,False,False,False,not_supported,cm4ai_schaffer2025_table5
FBXO4,KIF20A,Q9UKT5,O95235,C5316,0.306,0.632794457274826,False,False,0.16132596685082873,False,False,False,not_supported,cm4ai_schaffer2025_table5
SLC43A3,IFT25,Q8NBI5,Q9Y547,C5300,0.304,0.636971046770601,False,False,0.16464088397790055,False,False,False,not_supported,cm4ai_schaffer2025_table5
LURAP1,SNTB2,Q96LR2,Q13425,C5307,0.304,0.636971046770601,False,False,0.16464088397790055,False,False,False,not_supported,cm4ai_schaffer2025_table5
RAB8A,TXNL4A,P61006,P83876,C5285,0.304,0.636971046770601,False,False,0.16464088397790055,False,False,False,not_supported,cm4ai_schaffer2025_table5
DCAF5,USP54,Q96JK2,Q70EL1,C5342,0.304,0.636363636363636,False,False,0.16464088397790055,False,False,False,not_supported,cm4ai_schaffer2025_table5
MRPS21,MRPS27,P82921,Q92552,C5375,0.304,0.636971046770601,False,False,0.16464088397790055,False,False,False,not_supported,cm4ai_schaffer2025_table5
ABTB1,VARS1,Q969K4,P26640,C5408,0.304,0.636971046770601,False,False,0.16464088397790055,False,False,False,not_supported,cm4ai_schaffer2025_table5
GPC4,TMEM94,O75487,Q12767,C5289,0.304,0.636971046770601,False,False,0.16464088397790055,False,False,False,not_supported,cm4ai_schaffer2025_table5
POLR3A,URI1,O14802,O94763,C5296,0.304,0.636971046770601,False,False,0.16464088397790055,False,False,False,not_supported,cm4ai_schaffer2025_table5
POLR2H,RECQL5,P52434,O94762,C5287,0.304,0.636971046770601,False,False,0.16464088397790055,False,False,False,not_supported,cm4ai_schaffer2025_table5
GMEB1,TMEM94,Q9Y692,Q12767,C5289,0.304,0.636971046770601,False,False,0.16464088397790055,False,False,False,not_supported,cm4ai_schaffer2025_table5
AQR,SF3B3,O60306,Q15393,C5285,0.304,0.636971046770601,False,False,0.16464088397790055,False,False,False,not_supported,cm4ai_schaffer2025_table5
COMMD1,PHF21A,Q8N668,Q96BD5,C5298,0.304,0.636363636363636,False,False,0.16464088397790055,False,False,False,not_supported,cm4ai_schaffer2025_table5
COL12A1,ZNF451,Q99715,Q9Y4E5,C5324,0.303,0.633554083885209,False,False,0.16464088397790055,False,False,False,not_supported,cm4ai_schaffer2025_table5
AKAP9,GOPC,Q99996,Q9HD26,C5327,0.303,0.633554083885209,False,False,0.16464088397790055,False,False,False,not_supported,cm4ai_schaffer2025_table5
CRIPTO,GID4,P13385,Q8IVV7,C5304,0.302,0.639308855291576,False,False,0.16795580110497238,False,False,False,not_supported,cm4ai_schaffer2025_table5
ITPKC,KMT2E,Q96DU7,Q8IZD2,C5305,0.302,0.638115631691648,False,False,0.16795580110497238,False,False,False,not_supported,cm4ai_schaffer2025_table5
BIRC2,NOB1,Q13490,Q9ULX3,C5387,0.302,0.638115631691648,False,False,0.16795580110497238,False,False,False,not_supported,cm4ai_schaffer2025_table5
DCAF1,MDM4,Q9Y4B6,O15151,C5406,0.302,0.639308855291576,False,False,0.16795580110497238,False,False,False,not_supported,cm4ai_schaffer2025_table5
KNL1,PPP1R2,Q8NG31,P41236,C5288,0.302,0.638115631691648,False,False,0.16795580110497238,False,False,False,not_supported,cm4ai_schaffer2025_table5
CSTF2T,CSTF3,Q9H0L4,Q12996,C5390,0.302,0.639308855291576,False,False,0.16795580110497238,False,False,False,not_supported,cm4ai_schaffer2025_table5
GFOD1,RALGAPA2,Q9NXC2,Q2PPJ7,C5419,0.302,0.639308855291576,False,False,0.16795580110497238,False,False,False,not_supported,cm4ai_schaffer2025_table5
USP10,MARS1,Q14694,P56192,C5290,0.302,0.639308855291576,False,False,0.16795580110497238,False,False,False,not_supported,cm4ai_schaffer2025_table5
PCP4,TXNL4A,P48539,P83876,C5285,0.302,0.639308855291576,False,False,0.16795580110497238,False,False,False,not_supported,cm4ai_schaffer2025_table5
AQR,DDX23,O60306,Q9BUQ8,C5285,0.302,0.639308855291576,False,False,0.16795580110497238,False,False,False,not_supported,cm4ai_schaffer2025_table5
POLR3H,RPAP1,Q9Y535,Q9BWH6,C5296,0.302,0.639308855291576,False,False,0.16795580110497238,False,False,False,not_supported,cm4ai_schaffer2025_table5
TRIM28,ZNF689,Q13263,C0HLU2,C5310,0.302,0.638115631691648,False,False,0.16795580110497238,False,False,False,not_supported,cm4ai_schaffer2025_table5
DPP9,STAT1,Q86TI2,P42224,C5415,0.302,0.639308855291576,False,False,0.16795580110497238,False,False,False,not_supported,cm4ai_schaffer2025_table5
BAG3,HSPA4,O95817,P34932,C5281,0.302,0.639308855291576,False,False,0.16795580110497238,False,False,False,not_supported,cm4ai_schaffer2025_table5
SIRT5,UBE2H,Q9NXA8,P62256,C5318,0.3,0.647058823529411,False,False,0.1723756906077348,False,False,False,not_supported,cm4ai_schaffer2025_table5
ALKBH5,ASH1L,Q6P6C2,Q9NR48,C5323,0.3,0.649895178197065,False,False,0.1723756906077348,False,False,False,not_supported,cm4ai_schaffer2025_table5
MOV10,SRP14,Q9HCE1,P37108,C5301,0.3,0.647058823529411,False,False,0.1723756906077348,False,False,False,not_supported,cm4ai_schaffer2025_table5
CHD5,SCAND1,Q8TDI0,P57086,C5322,0.3,0.647058823529411,False,False,0.1723756906077348,False,False,False,not_supported,cm4ai_schaffer2025_table5
NCKAP1,PAK3,Q9Y2A7,O75914,C5365,0.3,0.647058823529411,False,False,0.1723756906077348,False,False,False,not_supported,cm4ai_schaffer2025_table5
CEP57,MYO5A,Q86XR8,Q9Y4I1,C5374,0.3,0.647058823529411,False,False,0.1723756906077348,False,False,False,not_supported,cm4ai_schaffer2025_table5
CNOT11,WASHC4,Q9UKZ1,Q2M389,C5348,0.3,0.647058823529411,False,False,0.1723756906077348,False,False,False,not_supported,cm4ai_schaffer2025_table5
DUSP16,MAPKAPK5,Q9BY84,Q8IW41,C5339,0.3,0.647058823529411,False,False,0.1723756906077348,False,False,False,not_supported,cm4ai_schaffer2025_table5
GNB4,GPSM2,Q9HAV0,P81274,C5312,0.3,0.647058823529411,False,False,0.1723756906077348,False,False,False,not_supported,cm4ai_schaffer2025_table5
PPP1R10,SHOC2,Q96QC0,Q9UQ13,C5288,0.3,0.647058823529411,False,False,0.1723756906077348,False,False,False,not_supported,cm4ai_schaffer2025_table5
RPS6KA4,RPS6KA5,O75676,O75582,C5339,0.298,0.655102040816326,False,False,0.17790055248618786,False,False,False,not_supported,cm4ai_schaffer2025_table5
GEMIN2,PCP4,O14893,P48539,C5285,0.298,0.652351738241308,False,False,0.17790055248618786,False,False,False,not_supported,cm4ai_schaffer2025_table5
LECT2,UBR7,O14960,Q8N806,C5401,0.298,0.652351738241308,False,False,0.17790055248618786,False,False,False,not_supported,cm4ai_schaffer2025_table5
TOMM20,WSB1,Q15388,Q9Y6I7,C5416,0.298,0.652351738241308,False,False,0.17790055248618786,False,False,False,not_supported,cm4ai_schaffer2025_table5
QARS1,LARS1,P47897,Q9P2J5,C5290,0.298,0.652351738241308,False,False,0.17790055248618786,False,False,False,not_supported,cm4ai_schaffer2025_table5
BABAM1,WASHC5,Q9NWV8,Q12768,C5348,0.298,0.652351738241308,False,False,0.17790055248618786,False,False,False,not_supported,cm4ai_schaffer2025_table5
CDA,RCC1,P32320,P18754,C5334,0.298,0.652351738241308,False,False,0.17790055248618786,False,False,False,not_supported,cm4ai_schaffer2025_table5
MYO10,RASSF3,Q9HD67,Q86WH2,C5321,0.298,0.652351738241308,False,False,0.17790055248618786,False,False,False,not_supported,cm4ai_schaffer2025_table5
POLR3A,RPAP1,O14802,Q9BWH6,C5296,0.298,0.652351738241308,False,False,0.17790055248618786,False,False,False,not_supported,cm4ai_schaffer2025_table5
GTF2I,TMEM94,P78347,Q12767,C5289,0.298,0.652351738241308,False,False,0.17790055248618786,False,False,False,not_supported,cm4ai_schaffer2025_table5
MPO,SLC35F6,P05164,Q8N357,C5367,0.298,0.652351738241308,False,False,0.17790055248618786,False,False,False,not_supported,cm4ai_schaffer2025_table5
PPP1R16A,RRAS2,Q96I34,P62070,C5294,0.298,0.652351738241308,False,False,0.17790055248618786,False,False,False,not_supported,cm4ai_schaffer2025_table5
GPSM2,GNB2,P81274,P62879,C5312,0.298,0.652351738241308,False,False,0.17790055248618786,False,False,False,not_supported,cm4ai_schaffer2025_table5
APBA2,APP,Q99767,P05067-4,C5329,0.296,0.661354581673306,False,False,0.1856353591160221,False,False,False,not_supported,cm4ai_schaffer2025_table5
ERAP1,TRPM4,Q9NZ08,Q8TD43,C5283,0.296,0.662,False,False,0.1856353591160221,False,False,False,not_supported,cm4ai_schaffer2025_table5
POLR2C,RPAP1,P19387,Q9BWH6,C5296,0.296,0.662,False,False,0.1856353591160221,False,False,False,not_supported,cm4ai_schaffer2025_table5
SARDH,WDR70,Q9UL12,Q9NW82,C5342,0.296,0.662,False,False,0.1856353591160221,False,False,False,not_supported,cm4ai_schaffer2025_table5
AKAP11,SNX25,Q9UKA4,Q9H3E2,C5282,0.296,0.661354581673306,False,False,0.1856353591160221,False,False,False,not_supported,cm4ai_schaffer2025_table5
BCL2L12,WDR6,Q9HB09,Q9NNW5,C5325,0.296,0.662,False,False,0.1856353591160221,False,False,False,not_supported,cm4ai_schaffer2025_table5
CRYGS,MSTO1,P22914,Q9BUK6,C5360,0.296,0.662,False,False,0.1856353591160221,False,False,False,not_supported,cm4ai_schaffer2025_table5
CDC25B,TUBGCP5,P30305,Q96RT8,C5321,0.296,0.662,False,False,0.1856353591160221,False,False,False,not_supported,cm4ai_schaffer2025_table5
COMT,MAOA,P21964-2,P21397,C5358,0.296,0.662,False,False,0.1856353591160221,False,False,False,not_supported,cm4ai_schaffer2025_table5
MPP7,TBKBP1,Q5T2T1,A7MCY6,C5305,0.296,0.662,False,False,0.1856353591160221,False,False,False,not_supported,cm4ai_schaffer2025_table5
DIXDC1,TBC1D2B,Q155Q3,Q9UPU7,C5307,0.296,0.662,False,False,0.1856353591160221,False,False,False,not_supported,cm4ai_schaffer2025_table5
IVD,UBE2H,P26440,P62256,C5318,0.296,0.662,False,False,0.1856353591160221,False,False,False,not_supported,cm4ai_schaffer2025_table5
DCAF5,GCDH,Q96JK2,Q92947,C5342,0.294,0.672514619883041,False,False,0.19226519337016573,False,False,False,not_supported,cm4ai_schaffer2025_table5
CSRNP1,SHOC2,Q96S65,Q9UQ13,C5288,0.294,0.672514619883041,False,False,0.19226519337016573,False,False,False,not_supported,cm4ai_schaffer2025_table5
KNL1,ZFYVE16,Q8NG31,Q7Z3T8,C5288,0.294,0.672514619883041,False,False,0.19226519337016573,False,False,False,not_supported,cm4ai_schaffer2025_table5
MRPL48,RHOT2,Q96GC5,Q8IXI1,C5319,0.294,0.672514619883041,False,False,0.19226519337016573,False,False,False,not_supported,cm4ai_schaffer2025_table5
POLR2B,POLR3H,P30876,Q9Y535,C5296,0.294,0.672514619883041,False,False,0.19226519337016573,False,False,False,not_supported,cm4ai_schaffer2025_table5
BTF3L4,METAP1,Q96K17,P53582,C5381,0.294,0.672514619883041,False,False,0.19226519337016573,False,False,False,not_supported,cm4ai_schaffer2025_table5
IFT70A,KIF2C,Q86WT1,Q99661,C5300,0.294,0.672514619883041,False,False,0.19226519337016573,False,False,False,not_supported,cm4ai_schaffer2025_table5
ARHGEF12,PITPNM1,Q9NZN5,O00562,C5282,0.294,0.672514619883041,False,False,0.19226519337016573,False,False,False,not_supported,cm4ai_schaffer2025_table5
NME4,SRR,O00746,Q9GZT4,C5355,0.294,0.672514619883041,False,False,0.19226519337016573,False,False,False,not_supported,cm4ai_schaffer2025_table5
STX8,VAMP4,Q9UNK0,O75379,C5292,0.294,0.673151750972762,False,False,0.19226519337016573,False,False,False,not_supported,cm4ai_schaffer2025_table5
CENPN,CENPQ,Q96H22,Q7L2Z9,C5291,0.294,0.672514619883041,False,False,0.19226519337016573,False,False,False,not_supported,cm4ai_schaffer2025_table5
GNAS,GPSM2,P63092,P81274,C5312,0.294,0.672514619883041,False,False,0.19226519337016573,False,False,False,not_supported,cm4ai_schaffer2025_table5
FBXL17,FBXO46,Q9UF56,Q6PJ61,C5286,0.292,0.673664122137404,False,False,0.19668508287292819,False,False,False,not_supported,cm4ai_schaffer2025_table5
ARMCX1,NME4,Q9P291,O00746,C5355,0.292,0.673664122137404,False,False,0.19668508287292819,False,False,False,not_supported,cm4ai_schaffer2025_table5
COQ9,DMBT1,O75208,Q9UGM3,C5338,0.292,0.672380952380952,False,False,0.19668508287292819,False,False,False,not_supported,cm4ai_schaffer2025_table5
AQR,COIL,O60306,P38432,C5285,0.292,0.673664122137404,False,False,0.19668508287292819,False,False,False,not_supported,cm4ai_schaffer2025_table5
CTC1,DGKA,Q2NKJ3,P23743,C5344,0.292,0.673664122137404,False,False,0.19668508287292819,False,False,False,not_supported,cm4ai_schaffer2025_table5
GSKIP,TRIM11,Q9P0R6,Q96F44,C5398,0.292,0.673664122137404,False,False,0.19668508287292819,False,False,False,not_supported,cm4ai_schaffer2025_table5
MDM2,TP53,Q00987,P04637,C5406,0.292,0.673664122137404,False,False,0.19668508287292819,False,False,False,not_supported,cm4ai_schaffer2025_table5
RAD23A,RTCB,P54725,Q9Y3I0,C5293,0.292,0.673664122137404,False,False,0.19668508287292819,False,False,False,not_supported,cm4ai_schaffer2025_table5
RAVER1,WASHC5,Q8IY67,Q12768,C5348,0.292,0.673664122137404,False,False,0.19668508287292819,False,False,False,not_supported,cm4ai_schaffer2025_table5
ERAP1,INTS12,Q9NZ08,Q96CB8,C5283,0.292,0.673664122137404,False,False,0.19668508287292819,False,False,False,not_supported,cm4ai_schaffer2025_table5
NCOA4,NPR1,Q13772,P16066,C5336,0.292,0.673664122137404,False,False,0.19668508287292819,False,False,False,not_supported,cm4ai_schaffer2025_table5
TOMM20,TOMM5,Q15388,Q8N4H5,C5416,0.29,0.67910447761194,False,False,0.2011049723756906,False,False,False,not_supported,cm4ai_schaffer2025_table5
DDI2,RTCB,Q5TDH0,Q9Y3I0,C5293,0.29,0.67910447761194,False,False,0.2011049723756906,False,False,False,not_supported,cm4ai_schaffer2025_table5
CENPO,DHRS12,Q9BU64,A0PJE2,C5291,0.29,0.67910447761194,False,False,0.2011049723756906,False,False,False,not_supported,cm4ai_schaffer2025_table5
AIP,GID4,O00170,Q8IVV7,C5304,0.29,0.67910447761194,False,False,0.2011049723756906,False,False,False,not_supported,cm4ai_schaffer2025_table5
DNAJB4,HSPA4,Q9UDY4,P34932,C5281,0.29,0.67910447761194,False,False,0.2011049723756906,False,False,False,not_supported,cm4ai_schaffer2025_table5
DNAJB4,HSPH1,Q9UDY4,Q92598,C5281,0.29,0.67910447761194,False,False,0.2011049723756906,False,False,False,not_supported,cm4ai_schaffer2025_table5
MDM4,TP53,O15151,P04637,C5406,0.29,0.67910447761194,False,False,0.2011049723756906,False,False,False,not_supported,cm4ai_schaffer2025_table5
MYO10,NUDC,Q9HD67,Q9Y266,C5321,0.29,0.67910447761194,False,False,0.2011049723756906,False,False,False,not_supported,cm4ai_schaffer2025_table5
CAMKK1,SCRN1,Q8N5S9,Q12765,C5405,0.29,0.67910447761194,False,False,0.2011049723756906,False,False,False,not_supported,cm4ai_schaffer2025_table5
DAZAP1,RTCB,Q96EP5,Q9Y3I0,C5293,0.29,0.67910447761194,False,False,0.2011049723756906,False,False,False,not_supported,cm4ai_schaffer2025_table5
FBLN5,NOTCH2,Q9UBX5,Q04721,C5354,0.29,0.677839851024208,False,False,0.2011049723756906,False,False,False,not_supported,cm4ai_schaffer2025_table5
PPP1R2,SHOC2,P41236,Q9UQ13,C5288,0.29,0.67910447761194,False,False,0.2011049723756906,False,False,False,not_supported,cm4ai_schaffer2025_table5
GMEB1,GTF3C5,Q9Y692,Q9Y5Q8,C5289,0.288,0.687956204379562,False,False,0.2110497237569061,False,False,False,not_supported,cm4ai_schaffer2025_table5
C2orf49,SYN2,Q9BVC5,Q92777,C5389,0.288,0.687956204379562,False,False,0.2110497237569061,False,False,False,not_supported,cm4ai_schaffer2025_table5
PPP6R2,SDCBP,O75170,O00560,C5290,0.288,0.687956204379562,False,False,0.2110497237569061,False,False,False,not_supported,cm4ai_schaffer2025_table5
EIF3CL,PRRC2B,B5ME19,Q5JSZ5,C5340,0.288,0.687956204379562,False,False,0.2110497237569061,False,False,False,not_supported,cm4ai_schaffer2025_table5
SDCBP,MARS1,O00560,P56192,C5290,0.288,0.687956204379562,False,False,0.2110497237569061,False,False,False,not_supported,cm4ai_schaffer2025_table5
CNOT11,WASHC5,Q9UKZ1,Q12768,C5348,0.288,0.687956204379562,False,False,0.2110497237569061,False,False,False,not_supported,cm4ai_schaffer2025_table5
